[2024-12-21T10:27:12.043+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T10:27:09.826035+00:00 [queued]>
[2024-12-21T10:27:12.061+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T10:27:09.826035+00:00 [queued]>
[2024-12-21T10:27:12.062+0000] {taskinstance.py:2193} INFO - Starting attempt 1 of 1
[2024-12-21T10:27:12.081+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): stream_data_from_api> on 2024-12-21 10:27:09.826035+00:00
[2024-12-21T10:27:12.086+0000] {standard_task_runner.py:60} INFO - Started process 1598 to run task
[2024-12-21T10:27:12.089+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'user_automation', 'stream_data_from_api', 'manual__2024-12-21T10:27:09.826035+00:00', '--job-id', '61', '--raw', '--subdir', 'DAGS_FOLDER/kafka_streaming.py', '--cfg-path', '/tmp/tmp8adiao10']
[2024-12-21T10:27:12.092+0000] {standard_task_runner.py:88} INFO - Job 61: Subtask stream_data_from_api
[2024-12-21T10:27:12.146+0000] {task_command.py:423} INFO - Running <TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T10:27:09.826035+00:00 [running]> on host 1670ea03d224
[2024-12-21T10:27:12.241+0000] {taskinstance.py:2513} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airscholar' AIRFLOW_CTX_DAG_ID='user_automation' AIRFLOW_CTX_TASK_ID='stream_data_from_api' AIRFLOW_CTX_EXECUTION_DATE='2024-12-21T10:27:09.826035+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-21T10:27:09.826035+00:00'
[2024-12-21T10:27:12.338+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: connecting to broker:29092 [('172.18.0.12', 29092) IPv4]
[2024-12-21T10:27:12.339+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-12-21T10:27:12.342+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: Connection complete.
[2024-12-21T10:27:12.458+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-12-21T10:27:12.459+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-12-21T10:27:13.040+0000] {logging_mixin.py:188} INFO - {'id': '37dd13ee-4475-4caf-959b-fddca4022693', 'first_name': 'Lance', 'last_name': 'Brooks', 'gender': 'male', 'address': '344 Hunters Creek Dr, Fontana, Maine, United States', 'post_code': 71885, 'email': 'lance.brooks@example.com', 'username': 'goldenmouse525', 'dob': '1987-06-04T09:15:58.339Z', 'age': 37, 'registered_date': '2009-05-21T20:14:35.842Z', 'phone': '(931) 745-9277', 'cell': '(847) 456-0099', 'picture': 'https://randomuser.me/api/portraits/med/men/67.jpg', 'nationality': 'US'}
[2024-12-21T10:27:13.043+0000] {conn.py:380} INFO - <BrokerConnection node_id=1 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: connecting to broker:29092 [('172.18.0.12', 29092) IPv4]
[2024-12-21T10:27:13.044+0000] {conn.py:410} INFO - <BrokerConnection node_id=1 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: Connection complete.
[2024-12-21T10:27:13.045+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connected> [IPv4 ('172.18.0.12', 29092)]>: Closing connection. 
[2024-12-21T10:27:13.398+0000] {logging_mixin.py:188} INFO - {'id': '23c775b1-b231-4b16-80fe-8a6bbef5d2ba', 'first_name': 'Jezdimir', 'last_name': 'Mladenović', 'gender': 'male', 'address': '5313 Miloja Milojevića, Dečan, Nišava, Serbia', 'post_code': 58648, 'email': 'jezdimir.mladenovic@example.com', 'username': 'ticklishwolf779', 'dob': '1980-02-17T12:58:32.578Z', 'age': 44, 'registered_date': '2017-01-05T12:32:16.968Z', 'phone': '028-3244-083', 'cell': '065-1600-241', 'picture': 'https://randomuser.me/api/portraits/med/men/54.jpg', 'nationality': 'RS'}
[2024-12-21T10:27:13.788+0000] {logging_mixin.py:188} INFO - {'id': '2442ae5f-2c6d-49b1-8302-2b20a3d2d6a2', 'first_name': 'Dwarakanath', 'last_name': 'Anchan', 'gender': 'male', 'address': '1695 Shivajinagar, Varanasi, Rajasthan, India', 'post_code': 70618, 'email': 'dwarakanath.anchan@example.com', 'username': 'redrabbit322', 'dob': '1968-10-29T17:13:54.092Z', 'age': 56, 'registered_date': '2009-11-02T03:21:16.757Z', 'phone': '9498028704', 'cell': '8842895123', 'picture': 'https://randomuser.me/api/portraits/med/men/12.jpg', 'nationality': 'IN'}
[2024-12-21T10:27:14.183+0000] {logging_mixin.py:188} INFO - {'id': '0d9fca3d-ef63-41bc-8612-d4ff7a00370e', 'first_name': 'Rose', 'last_name': 'Adams', 'gender': 'female', 'address': '9550 Wycliff Ave, Ballarat, Northern Territory, Australia', 'post_code': 3368, 'email': 'rose.adams@example.com', 'username': 'lazycat771', 'dob': '1970-02-28T17:59:21.563Z', 'age': 54, 'registered_date': '2020-04-28T09:49:59.581Z', 'phone': '07-9869-0569', 'cell': '0478-127-623', 'picture': 'https://randomuser.me/api/portraits/med/women/22.jpg', 'nationality': 'AU'}
[2024-12-21T10:27:14.592+0000] {logging_mixin.py:188} INFO - {'id': '057741ae-421e-454a-a798-77c1a4b68ecf', 'first_name': 'Magnus', 'last_name': 'Olsen', 'gender': 'male', 'address': '4985 Orevej, Assens, Hovedstaden, Denmark', 'post_code': 44259, 'email': 'magnus.olsen@example.com', 'username': 'crazyelephant219', 'dob': '1994-08-24T23:13:18.521Z', 'age': 30, 'registered_date': '2008-05-24T21:46:41.657Z', 'phone': '66289047', 'cell': '71904324', 'picture': 'https://randomuser.me/api/portraits/med/men/6.jpg', 'nationality': 'DK'}
[2024-12-21T10:27:31.563+0000] {logging_mixin.py:188} INFO - {'id': '998f8ec0-5828-4d1d-b6a4-db13d98b7a75', 'first_name': 'Abel', 'last_name': 'Hilmarsen', 'gender': 'male', 'address': '9740 Hjørungkroken, Korsvik, Hordaland, Norway', 'post_code': '7252', 'email': 'abel.hilmarsen@example.com', 'username': 'sadwolf942', 'dob': '1963-02-22T12:54:56.809Z', 'age': 61, 'registered_date': '2003-12-28T23:11:55.607Z', 'phone': '86890679', 'cell': '44245366', 'picture': 'https://randomuser.me/api/portraits/med/men/39.jpg', 'nationality': 'NO'}
[2024-12-21T10:27:15.545+0000] {logging_mixin.py:188} INFO - {'id': '288ba296-f387-4b53-acf5-b732d2257caa', 'first_name': 'Sara', 'last_name': 'Mcguinness', 'gender': 'female', 'address': '7678 York Road, Carrigaline, Cavan, Ireland', 'post_code': 10688, 'email': 'sara.mcguinness@example.com', 'username': 'bluebutterfly188', 'dob': '1990-05-22T07:43:21.091Z', 'age': 34, 'registered_date': '2008-01-21T15:15:30.648Z', 'phone': '051-573-6669', 'cell': '081-940-5379', 'picture': 'https://randomuser.me/api/portraits/med/women/79.jpg', 'nationality': 'IE'}
[2024-12-21T10:27:15.909+0000] {logging_mixin.py:188} INFO - {'id': '2d3362a0-d07c-4089-aa0e-086baf949a31', 'first_name': 'Željko', 'last_name': 'Spajić', 'gender': 'male', 'address': '6839 Stanislavskog, Plandište, Pčinja, Serbia', 'post_code': 69605, 'email': 'zeljko.spajic@example.com', 'username': 'heavysnake498', 'dob': '1983-01-30T05:34:27.869Z', 'age': 41, 'registered_date': '2012-07-04T07:55:51.307Z', 'phone': '021-5439-810', 'cell': '067-8866-656', 'picture': 'https://randomuser.me/api/portraits/med/men/1.jpg', 'nationality': 'RS'}
[2024-12-21T10:27:16.272+0000] {logging_mixin.py:188} INFO - {'id': 'f44c76ec-cb89-47fc-8b88-20150c470482', 'first_name': 'Paulina', 'last_name': 'Griego', 'gender': 'female', 'address': '8800 Continuación Baja California Sur, Cabo del Sol, Nayarit, Mexico', 'post_code': 93065, 'email': 'paulina.griego@example.com', 'username': 'bigostrich194', 'dob': '1957-12-18T07:10:21.886Z', 'age': 67, 'registered_date': '2011-10-19T22:58:45.425Z', 'phone': '(664) 690 4237', 'cell': '(608) 539 5431', 'picture': 'https://randomuser.me/api/portraits/med/women/68.jpg', 'nationality': 'MX'}
[2024-12-21T10:27:16.653+0000] {logging_mixin.py:188} INFO - {'id': '28c4574f-048d-4448-b36a-42d5f3f65146', 'first_name': 'Nicolas', 'last_name': 'Ross', 'gender': 'male', 'address': '7818 Regent Ave, Chatham, Northwest Territories, Canada', 'post_code': 'J3W 2F7', 'email': 'nicolas.ross@example.com', 'username': 'smallzebra266', 'dob': '1977-03-06T00:09:05.139Z', 'age': 47, 'registered_date': '2013-05-20T03:25:04.244Z', 'phone': 'D41 U93-1000', 'cell': 'D12 H58-0790', 'picture': 'https://randomuser.me/api/portraits/med/men/60.jpg', 'nationality': 'CA'}
[2024-12-21T10:27:16.993+0000] {logging_mixin.py:188} INFO - {'id': '82c65037-e06a-4d16-92fe-a171f4fbb77f', 'first_name': 'Veena', 'last_name': 'Rao', 'gender': 'female', 'address': '2026 Kasba Peth, Anand, Chhattisgarh, India', 'post_code': 69736, 'email': 'veena.rao@example.com', 'username': 'organictiger493', 'dob': '1967-12-07T14:15:40.254Z', 'age': 57, 'registered_date': '2006-02-04T15:14:12.136Z', 'phone': '8974505145', 'cell': '8515781297', 'picture': 'https://randomuser.me/api/portraits/med/women/17.jpg', 'nationality': 'IN'}
[2024-12-21T10:27:17.367+0000] {logging_mixin.py:188} INFO - {'id': '6da8cabe-3f54-49a1-a69f-21039558eedc', 'first_name': 'Bently', 'last_name': 'Slawa', 'gender': 'male', 'address': '7309 West Ave, Charlottetown, Ontario, Canada', 'post_code': 'P5Q 4M0', 'email': 'bently.slawa@example.com', 'username': 'silverwolf183', 'dob': '1989-02-19T06:48:53.991Z', 'age': 35, 'registered_date': '2002-12-23T14:55:13.723Z', 'phone': 'R15 B29-1152', 'cell': 'N63 U06-3440', 'picture': 'https://randomuser.me/api/portraits/med/men/11.jpg', 'nationality': 'CA'}
[2024-12-21T10:27:17.746+0000] {logging_mixin.py:188} INFO - {'id': 'a4a35365-e4ba-472d-8cc8-389ee71d174b', 'first_name': 'Eric', 'last_name': 'Rieß', 'gender': 'male', 'address': '2765 Schlossstraße, Daun, Niedersachsen, Germany', 'post_code': 96856, 'email': 'eric.riess@example.com', 'username': 'bigladybug487', 'dob': '1973-12-17T13:17:30.048Z', 'age': 51, 'registered_date': '2010-03-05T09:41:25.360Z', 'phone': '0607-1770687', 'cell': '0177-7029858', 'picture': 'https://randomuser.me/api/portraits/med/men/3.jpg', 'nationality': 'DE'}
[2024-12-21T10:27:18.122+0000] {logging_mixin.py:188} INFO - {'id': '651ccebd-7b44-45f4-86ae-eeef6d118e28', 'first_name': 'Sean', 'last_name': 'Howard', 'gender': 'male', 'address': '4663 Cork Street, Bandon, Longford, Ireland', 'post_code': 65057, 'email': 'sean.howard@example.com', 'username': 'blackzebra791', 'dob': '1979-02-19T19:51:51.420Z', 'age': 45, 'registered_date': '2005-11-23T20:50:25.688Z', 'phone': '061-097-2237', 'cell': '081-056-7942', 'picture': 'https://randomuser.me/api/portraits/med/men/68.jpg', 'nationality': 'IE'}
[2024-12-21T10:27:18.496+0000] {logging_mixin.py:188} INFO - {'id': '5526dac6-669d-47d6-9f25-21c581e44761', 'first_name': 'Emre', 'last_name': 'Sandalcı', 'gender': 'male', 'address': '2553 Istiklal Cd, Samsun, Konya, Turkey', 'post_code': 83996, 'email': 'emre.sandalci@example.com', 'username': 'bigcat650', 'dob': '1967-11-07T18:06:58.692Z', 'age': 57, 'registered_date': '2008-02-16T19:56:40.591Z', 'phone': '(316)-263-7750', 'cell': '(165)-001-4320', 'picture': 'https://randomuser.me/api/portraits/med/men/4.jpg', 'nationality': 'TR'}
[2024-12-21T10:27:18.867+0000] {logging_mixin.py:188} INFO - {'id': '4d6df30d-bd80-43e9-b375-26cce8b36d49', 'first_name': 'Manuel', 'last_name': 'Murray', 'gender': 'male', 'address': '286 Camden Ave, Cape Coral, Oregon, United States', 'post_code': 59107, 'email': 'manuel.murray@example.com', 'username': 'purplegorilla425', 'dob': '1964-10-24T11:33:26.299Z', 'age': 60, 'registered_date': '2008-12-30T07:14:02.364Z', 'phone': '(354) 402-6757', 'cell': '(409) 980-5985', 'picture': 'https://randomuser.me/api/portraits/med/men/33.jpg', 'nationality': 'US'}
[2024-12-21T10:27:19.220+0000] {logging_mixin.py:188} INFO - {'id': '70f94218-59ec-4ca7-b3e4-7ef2bef6a428', 'first_name': 'Ivana', 'last_name': 'Topić', 'gender': 'female', 'address': '4733 Mirkovićeva, Crna Trava, Pčinja, Serbia', 'post_code': 58491, 'email': 'ivana.topic@example.com', 'username': 'yellowmeercat826', 'dob': '1962-03-28T02:20:50.115Z', 'age': 62, 'registered_date': '2020-10-01T12:04:13.193Z', 'phone': '039-6979-550', 'cell': '060-9953-623', 'picture': 'https://randomuser.me/api/portraits/med/women/7.jpg', 'nationality': 'RS'}
[2024-12-21T10:27:19.589+0000] {logging_mixin.py:188} INFO - {'id': 'cebb7d52-418f-40c9-bd8c-59d63ca7ce91', 'first_name': 'Danielle', 'last_name': 'Ellis', 'gender': 'female', 'address': '8144 St. John’S Road, Newport, Gwent, United Kingdom', 'post_code': 'DN99 3NQ', 'email': 'danielle.ellis@example.com', 'username': 'orangesnake335', 'dob': '1985-12-04T05:30:57.579Z', 'age': 39, 'registered_date': '2009-01-01T03:15:11.258Z', 'phone': '015242 01906', 'cell': '07454 617845', 'picture': 'https://randomuser.me/api/portraits/med/women/14.jpg', 'nationality': 'GB'}
[2024-12-21T10:27:36.593+0000] {logging_mixin.py:188} INFO - {'id': 'c501727a-0eda-45fa-97a4-f6f46470e5c3', 'first_name': 'Veeti', 'last_name': 'Latt', 'gender': 'male', 'address': '2318 Tahmelantie, Outokumpu, Central Ostrobothnia, Finland', 'post_code': 93947, 'email': 'veeti.latt@example.com', 'username': 'smallfish815', 'dob': '1945-06-06T17:33:43.037Z', 'age': 79, 'registered_date': '2021-08-11T02:47:07.094Z', 'phone': '03-879-121', 'cell': '044-131-35-07', 'picture': 'https://randomuser.me/api/portraits/med/men/88.jpg', 'nationality': 'FI'}
[2024-12-21T10:27:20.322+0000] {logging_mixin.py:188} INFO - {'id': '4f688072-f60f-4462-9170-98e90b73d54a', 'first_name': 'Grace', 'last_name': 'Li', 'gender': 'female', 'address': '2300 Omahu Road, Tauranga, Nelson, New Zealand', 'post_code': 68073, 'email': 'grace.li@example.com', 'username': 'whitebear251', 'dob': '1992-02-03T14:58:24.605Z', 'age': 32, 'registered_date': '2014-05-25T05:03:09.926Z', 'phone': '(794)-756-3093', 'cell': '(987)-070-4932', 'picture': 'https://randomuser.me/api/portraits/med/women/25.jpg', 'nationality': 'NZ'}
[2024-12-21T10:27:20.688+0000] {logging_mixin.py:188} INFO - {'id': '6fee29f6-041b-42f9-8553-c6e0d6e24052', 'first_name': 'Joel', 'last_name': 'Hoffman', 'gender': 'male', 'address': '624 Taylor St, Coppell, Nebraska, United States', 'post_code': 29851, 'email': 'joel.hoffman@example.com', 'username': 'crazyladybug460', 'dob': '2000-11-25T08:17:24.603Z', 'age': 24, 'registered_date': '2012-01-12T20:10:59.180Z', 'phone': '(205) 290-5081', 'cell': '(392) 915-2201', 'picture': 'https://randomuser.me/api/portraits/med/men/39.jpg', 'nationality': 'US'}
