[2024-12-21T09:23:25.818+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T09:23:24.753078+00:00 [queued]>
[2024-12-21T09:23:25.830+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T09:23:24.753078+00:00 [queued]>
[2024-12-21T09:23:25.831+0000] {taskinstance.py:2193} INFO - Starting attempt 1 of 1
[2024-12-21T09:23:25.848+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): stream_data_from_api> on 2024-12-21 09:23:24.753078+00:00
[2024-12-21T09:23:25.854+0000] {standard_task_runner.py:60} INFO - Started process 678 to run task
[2024-12-21T09:23:25.857+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'user_automation', 'stream_data_from_api', 'manual__2024-12-21T09:23:24.753078+00:00', '--job-id', '57', '--raw', '--subdir', 'DAGS_FOLDER/kafka_streaming.py', '--cfg-path', '/tmp/tmpipqyx38i']
[2024-12-21T09:23:25.859+0000] {standard_task_runner.py:88} INFO - Job 57: Subtask stream_data_from_api
[2024-12-21T09:23:25.912+0000] {task_command.py:423} INFO - Running <TaskInstance: user_automation.stream_data_from_api manual__2024-12-21T09:23:24.753078+00:00 [running]> on host 1670ea03d224
[2024-12-21T09:23:25.994+0000] {taskinstance.py:2513} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airscholar' AIRFLOW_CTX_DAG_ID='user_automation' AIRFLOW_CTX_TASK_ID='stream_data_from_api' AIRFLOW_CTX_EXECUTION_DATE='2024-12-21T09:23:24.753078+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-21T09:23:24.753078+00:00'
[2024-12-21T09:23:26.085+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: connecting to broker:29092 [('172.18.0.12', 29092) IPv4]
[2024-12-21T09:23:26.086+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-12-21T09:23:26.087+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: Connection complete.
[2024-12-21T09:23:26.193+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-12-21T09:23:26.194+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-12-21T09:23:26.802+0000] {logging_mixin.py:188} INFO - {'id': 'a987be92-4c34-4e10-8ec5-8ae8b7248f12', 'first_name': 'Hans-Herbert', 'last_name': 'Recktenwald', 'gender': 'male', 'address': '7643 Am Sportplatz, Rahden, Rheinland-Pfalz, Germany', 'post_code': 36492, 'email': 'hans-herbert.recktenwald@example.com', 'username': 'purplerabbit744', 'dob': '1960-09-22T11:35:06.497Z', 'age': 64, 'registered_date': '2012-11-26T11:34:17.054Z', 'phone': '0442-5337991', 'cell': '0171-7199466', 'picture': 'https://randomuser.me/api/portraits/med/men/83.jpg', 'nationality': 'DE'}
[2024-12-21T09:23:26.803+0000] {conn.py:380} INFO - <BrokerConnection node_id=1 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: connecting to broker:29092 [('172.18.0.12', 29092) IPv4]
[2024-12-21T09:23:26.806+0000] {conn.py:410} INFO - <BrokerConnection node_id=1 host=broker:29092 <connecting> [IPv4 ('172.18.0.12', 29092)]>: Connection complete.
[2024-12-21T09:23:26.807+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=broker:29092 <connected> [IPv4 ('172.18.0.12', 29092)]>: Closing connection. 
[2024-12-21T09:23:27.843+0000] {logging_mixin.py:188} INFO - {'id': '23b78aef-32bb-4133-9a0c-7b35bff11bea', 'first_name': 'Kaya', 'last_name': 'Polat', 'gender': 'male', 'address': '6743 Istiklal Cd, Siirt, Bolu, Turkey', 'post_code': 22839, 'email': 'kaya.polat@example.com', 'username': 'sadsnake988', 'dob': '1995-01-03T01:40:25.063Z', 'age': 29, 'registered_date': '2018-12-08T21:11:43.390Z', 'phone': '(182)-491-4814', 'cell': '(943)-757-8973', 'picture': 'https://randomuser.me/api/portraits/med/men/32.jpg', 'nationality': 'TR'}
[2024-12-21T09:23:28.226+0000] {logging_mixin.py:188} INFO - {'id': '137c9681-5145-4a17-8c63-ac96a463d53a', 'first_name': 'Julius', 'last_name': 'Niva', 'gender': 'male', 'address': '1699 Itsenäisyydenkatu, Kokkola, Central Ostrobothnia, Finland', 'post_code': 65824, 'email': 'julius.niva@example.com', 'username': 'lazyfish180', 'dob': '2001-01-17T18:56:28.935Z', 'age': 23, 'registered_date': '2013-12-25T15:04:33.487Z', 'phone': '03-485-411', 'cell': '040-731-79-71', 'picture': 'https://randomuser.me/api/portraits/med/men/53.jpg', 'nationality': 'FI'}
[2024-12-21T09:23:28.599+0000] {logging_mixin.py:188} INFO - {'id': 'b8957ae1-d1d7-49f1-9ece-fa779fc9497f', 'first_name': 'Tobias', 'last_name': 'Thomsen', 'gender': 'male', 'address': '9501 Brogårdsvej, Nykøbing Sj., Midtjylland, Denmark', 'post_code': 40252, 'email': 'tobias.thomsen@example.com', 'username': 'yellowduck558', 'dob': '1951-07-11T02:26:38.478Z', 'age': 73, 'registered_date': '2008-08-04T13:11:54.909Z', 'phone': '98372138', 'cell': '62033448', 'picture': 'https://randomuser.me/api/portraits/med/men/38.jpg', 'nationality': 'DK'}
[2024-12-21T09:23:29.055+0000] {logging_mixin.py:188} INFO - {'id': '55130fec-7519-448b-9f2d-dcedcf050918', 'first_name': 'Todd', 'last_name': 'Morris', 'gender': 'male', 'address': '1034 Park Avenue, Kilcoole, Clare, Ireland', 'post_code': 19423, 'email': 'todd.morris@example.com', 'username': 'lazysnake630', 'dob': '1996-09-23T14:20:50.376Z', 'age': 28, 'registered_date': '2021-11-25T01:52:13.688Z', 'phone': '041-328-2264', 'cell': '081-642-5799', 'picture': 'https://randomuser.me/api/portraits/med/men/58.jpg', 'nationality': 'IE'}
[2024-12-21T09:23:46.455+0000] {logging_mixin.py:188} INFO - {'id': '9573e343-bb30-47a3-8b67-d5c591dda573', 'first_name': 'Brady', 'last_name': 'Velders', 'gender': 'male', 'address': '5666 Bart Hendriksstraat, Schore, Zeeland, Netherlands', 'post_code': '4085 WL', 'email': 'brady.velders@example.com', 'username': 'orangepeacock188', 'dob': '1986-03-23T02:05:14.261Z', 'age': 38, 'registered_date': '2020-04-01T20:01:51.601Z', 'phone': '(075) 8099344', 'cell': '(06) 99871711', 'picture': 'https://randomuser.me/api/portraits/med/men/52.jpg', 'nationality': 'NL'}
[2024-12-21T09:23:30.257+0000] {logging_mixin.py:188} INFO - {'id': 'f3ad5f0e-6c63-4c8c-b28b-9489adea712d', 'first_name': 'Simeon', 'last_name': 'Uzelac', 'gender': 'male', 'address': '8766 Dol, Inđija, Nišava, Serbia', 'post_code': 78956, 'email': 'simeon.uzelac@example.com', 'username': 'blacktiger311', 'dob': '1989-04-26T06:08:22.667Z', 'age': 35, 'registered_date': '2016-09-22T11:11:23.741Z', 'phone': '034-6146-712', 'cell': '069-6209-880', 'picture': 'https://randomuser.me/api/portraits/med/men/64.jpg', 'nationality': 'RS'}
[2024-12-21T09:23:30.636+0000] {logging_mixin.py:188} INFO - {'id': '15938c81-35ad-4dd5-9f65-0358817850a7', 'first_name': 'Laura', 'last_name': 'Petersen', 'gender': 'female', 'address': '9844 Nørrebro, Horsens, Danmark, Denmark', 'post_code': 40917, 'email': 'laura.petersen@example.com', 'username': 'beautifulsnake733', 'dob': '1966-05-06T11:28:03.086Z', 'age': 58, 'registered_date': '2006-06-30T15:25:28.206Z', 'phone': '17345637', 'cell': '13132733', 'picture': 'https://randomuser.me/api/portraits/med/women/43.jpg', 'nationality': 'DK'}
